damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
3,11,4,17:00:00,2022,기타,산328,월학,인제,북,강원,10,일요일,4,12:41:00,2022
0.08,10,4,13:10:00,2022,기타,산1,마장,파주,광탄,경기,10,일요일,4,11:31:00,2022
2,10,4,14:15:00,2022,기타,산100-1,내,기장,기장,부산,10,일요일,4,11:15:00,2022
0.05,10,4,11:25:00,2022,쓰레기소각,128-3,항,양평,개군,경기,10,일요일,4,10:53:00,2022
0.3,10,4,10:33:00,2022,기타,산89,장천,산청,신동,경남,10,일요일,4,7:52:00,2022
0.01,10,4,3:24:00,2022,입산자실화,산16-26,침산,북,,대구,10,일요일,4,2:35:00,2022
0.45,9,4,20:25:00,2022,기타,산42-8,대성,가평,청펑,경기,9,토요일,4,17:50:00,2022
0.2,9,4,18:00:00,2022,입산자실화,산42,칠성,영양,일월,경북,9,토요일,4,16:20:00,2022
0.5,9,4,19:20:00,2022,입산자실화,산18-1,농소,계룡,두마,충남,9,토요일,4,15:50:00,2022
0.1,9,4,16:10:00,2022,쓰레기소각,산31,나궁,서천,마산,충남,9,토요일,4,15:05:00,2022
1,9,4,21:00:00,2022,기타,산56-20,내각,남양주,진접,경기,9,토요일,4,13:54:00,2022
8,9,4,18:18:00,2022,기타,산23-1,진벌,남양주,진접,경기,9,토요일,4,13:49:00,2022
0.2,9,4,14:40:00,2022,입산자실화,산35-11,벌영,영덕,영해,경북,9,토요일,4,13:42:00,2022
4,9,4,17:50:00,2022,농산부산물소각,산46-1,대평,청양,목,충남,9,토요일,4,13:17:00,2022
0.3,9,4,15:10:00,2022,건축물화재비화,산99-1,월평,하동,횡천,경남,9,토요일,4,13:03:00,2022
0.01,9,4,13:50:00,2022,기타,산101-2,주교,고양,덕양,경기,9,토요일,4,12:49:00,2022
1.5,9,4,16:36:00,2022,기타,산121,월문,남양주,와부,경기,9,토요일,4,12:16:00,2022
1.6,9,4,14:33:00,2022,쓰레기소각,산152-1,고능,연천,전곡,경기,9,토요일,4,12:01:00,2022
0.2,9,4,12:31:00,2022,쓰레기소각,산33-3,안흥,동두천,,경기,9,토요일,4,11:35:00,2022
0.2,9,4,13:00:00,2022,농산부산물소각,473-6,아곡,남원,아영,전북,9,토요일,4,11:30:00,2022
1,9,4,17:00:00,2022,기타,산71,초과,포천,관인,경기,9,토요일,4,10:53:00,2022
0.12,9,4,11:45:00,2022,입산자실화,산20,호계,장흥,부산,전남,9,토요일,4,10:45:00,2022
40,10,4,9:00:00,2022,쓰레기소각,산124-1,고풍,서산,운산,충남,9,토요일,4,10:31:00,2022
3,10,4,8:20:00,2022,기타,산1-231,석포,봉화,석포,경북,9,토요일,4,9:45:00,2022
0.09,8,4,18:20:00,2022,입산자실화,산27-4,무송,,성송,전북,8,금요일,4,17:12:00,2022
0.09,8,4,20:00:00,2022,입산자실화,산78,종황,남원,산내,전북,8,금요일,4,17:10:00,2022
0.05,8,4,15:35:00,2022,기타,산52,대부북,안산,단원,경기,8,금요일,4,13:09:00,2022
0.1,8,4,14:20:00,2022,입산자실화,산62-5,옥암,보성,보성,전남,8,금요일,4,11:43:00,2022
0.05,8,4,11:07:00,2022,입산자실화,산163-4,봉림,창원,의창,경남,8,금요일,4,10:07:00,2022
0.1,8,4,11:00:00,2022,기타,01월 03일,대률,예산,대흥,충남,8,금요일,4,8:52:00,2022
0.1,7,4,21:30:00,2022,건축물화재비화,산23,도룡,순천,해룡,전남,7,목요일,4,18:40:00,2022
0.01,7,4,18:00:00,2022,기타,산38-1,장암,의정부,,경기,7,목요일,4,17:22:00,2022
0.03,7,4,16:03:00,2022,쓰레기소각,산10-2,마북,용인,기흥,경기,7,목요일,4,15:28:00,2022
0.4,7,4,16:18:00,2022,입산자실화,산5,좌산,진안,성수,전북,7,목요일,4,14:30:00,2022
0.01,7,4,16:29:00,2022,기타,산63-7,상대원,성남,중원,경기,7,목요일,4,13:59:00,2022
0.2,7,4,13:26:00,2022,기타,산50-1,광동,연천,마산,경기,7,목요일,4,11:03:00,2022
0.09,6,4,20:51:00,2022,건축물화재비화,산21-1,정곡,밀양,무안,경남,6,수요일,4,19:10:00,2022
0.02,6,4,16:00:00,2022,담뱃불실화,산32-5,광대,여주,세종대왕,경기,6,수요일,4,15:06:00,2022
0.09,6,4,15:25:00,2022,기타,106,사기,강화,화도,인천,6,수요일,4,14:34:00,2022
0.01,6,4,14:45:00,2022,입산자실화,산37-5,목현,함양,휴천,경남,6,수요일,4,14:00:00,2022
0.1,6,4,16:00:00,2022,기타,산42,월전,청송,진보,경북,6,수요일,4,13:34:00,2022
0.05,5,4,17:42:00,2022,기타,산28-1,도림,남동,,인천,5,화요일,4,15:45:00,2022
0.03,5,4,16:25:00,2022,담뱃불실화,81-53,동백,용인,기흥,경기,5,화요일,4,15:37:00,2022
0.8,5,4,17:30:00,2022,쓰레기소각,산119-14,정왕,시흥,,경기,5,화요일,4,14:48:00,2022
0.12,5,4,16:30:00,2022,입산자실화,산7-2,속달,군포,,경기,5,화요일,4,13:44:00,2022
120,12,4,18:00:00,2022,기타,산39-1,화천,봉화,봉화,경북,5,화요일,4,13:29:00,2022
0.03,5,4,14:00:00,2022,쓰레기소각,산21,용호,김천,감천,경북,5,화요일,4,13:20:00,2022
0.02,5,4,13:00:00,2022,입산자실화,01월 17일,내직,청양,청남,충남,5,화요일,4,11:45:00,2022
8,5,4,0:50:00,2022,기타,산105-7,학암,하남,,경기,4,월요일,4,19:43:00,2022
0.1,4,4,18:45:00,2022,쓰레기소각,산70-8,어유지,파주,적성,경기,4,월요일,4,17:02:00,2022
0.01,4,4,17:00:00,2022,입산자실화,산28-4,가구,서산,고북,충남,4,월요일,4,15:30:00,2022
0.06,4,4,15:25:00,2022,입산자실화,산52,대율,김천,지례,경북,4,월요일,4,14:22:00,2022
0.23,4,4,15:22:00,2022,쓰레기소각,448,덕둔,포천,신북,경기,4,월요일,4,14:19:00,2022
0.1,4,4,15:35:00,2022,쓰레기소각,47,운학,용인 처인,,경기,4,월요일,4,14:16:00,2022
0.1,4,4,14:20:00,2022,담뱃불실화,209,하성북,포천,군내,경기,4,월요일,4,13:43:00,2022
0.3,4,4,16:23:00,2022,농산부산물소각,산112-1,고복,,,세종,4,월요일,4,13:20:00,2022
0.3,4,4,16:00:00,2022,기타,산210,왕산,강릉,왕산,강원,4,월요일,4,12:37:00,2022
0.01,4,4,13:00:00,2022,쓰레기소각,234,금왕,양평,양동,경기,4,월요일,4,12:15:00,2022
0.02,4,4,12:57:00,2022,입산자실화,산165,다운,중,,울산,4,월요일,4,11:30:00,2022
1,4,4,13:00:00,2022,기타,산51-1,남회룡,봉화,소천,경북,4,월요일,4,7:06:00,2022
0.1,3,4,17:07:00,2022,입산자실화,산34-1,갈천,보은,마로,충북,3,일요일,4,15:47:00,2022
0.1,3,4,16:29:00,2022,입산자실화,산29,황상,구미,,경북,3,일요일,4,15:23:00,2022
0.01,3,4,17:30:00,2022,기타,산2-27,종암,성북,,서울,3,일요일,4,14:27:00,2022
0.1,3,4,15:09:00,2022,쓰레기소각,산374-2,두산,울주,범서,울산,3,일요일,4,14:27:00,2022
0.09,3,4,12:40:00,2022,농산부산물소각,산141,내척,남원,,전북,3,일요일,4,12:00:00,2022
0.03,2,4,17:00:00,2022,입산자실화,산50,국수,양평,양서,경기,2,토요일,4,15:53:00,2022
5,3,4,14:40:00,2022,기타,산27,소천,무주,설천,전북,2,토요일,4,15:22:00,2022
0.01,2,4,16:30:00,2022,건축물화재비화,산87,기산,공주,계룡,충남,2,토요일,4,14:33:00,2022
0.15,2,4,16:00:00,2022,쓰레기소각,산12-14,광내,여주,세종대왕,경기,2,토요일,4,14:05:00,2022
0.09,2,4,16:15:00,2022,농산부산물소각,산31-1,이패,남양주,,경기,2,토요일,4,13:35:00,2022
0.5,2,4,15:10:00,2022,쓰레기소각,산128,담곡,연천,신서,경기,2,토요일,4,11:54:00,2022
0.1,1,4,19:15:00,2022,입산자실화,산53-16,봉서,장수,산서,전북,1,금요일,4,18:10:00,2022
0.01,1,4,14:59:00,2022,기타,산50,화암,사천,정동,경남,1,금요일,4,13:46:00,2022
0.89,1,4,15:20:00,2022,기타,707-1,부곡,군포,,경기,1,금요일,4,12:38:00,2022
1,1,4,5:05:00,2022,입산자실화,산42,구상,순천,서,전남,1,금요일,4,1:55:00,2022
0.04,1,4,3:00:00,2022,기타,산75-2,면목,중랑,,서울,1,금요일,4,0:20:00,2022
0.01,29,3,21:00:00,2022,기타,산154,비암,양주,광적,경기,29,화요일,3,19:21:00,2022
0.05,29,3,16:15:00,2022,농산부산물소각,산140,자혜,사천,서포,경남,29,화요일,3,14:51:00,2022
0.1,29,3,16:00:00,2022,입산자실화,산7,탕곡,삼척,가곡,강원,29,화요일,3,11:57:00,2022
0.04,28,3,13:25:00,2022,쓰레기소각,산52-3,삼회,가평,청평,경기,28,월요일,3,12:07:00,2022
0.3,28,3,12:15:00,2022,기타,544-4,가현,양평,청운,경기,28,월요일,3,11:00:00,2022
0.02,28,3,10:47:00,2022,입산자실화,산186,석곡,창원 마산합포,구산,경남,28,월요일,3,10:20:00,2022
0.1,28,3,0:50:00,2022,건축물화재비화,산44,가항,창녕,유어,경남,27,일요일,3,22:30:00,2022
0.3,24,3,14:55:00,2022,농산부산물소각,산92,덕교,의령,화정,경남,24,목요일,3,12:43:00,2022
0.33,23,3,17:50:00,2022,기타,산68-7,청강,기장,기장,부산,23,수요일,3,16:28:00,2022
0.09,22,3,16:15:00,2022,입산자실화,산72,두곡,부여,임천,충남,22,화요일,3,15:15:00,2022
0.3,16,3,20:40:00,2022,기타,산39,봉곡,김천,농소,경북,16,수요일,3,17:55:00,2022
0.04,13,3,1:20:00,2022,담뱃불실화,산101-1,비봉,의성,의성,경북,12,토요일,3,23:59:00,2022
0.2,13,3,1:31:00,2022,입산자실화,산22-2,선지,김해,주촌,경남,12,토요일,3,21:39:00,2022
0.02,12,3,21:20:00,2022,담뱃불실화,산54,춘문,남원,이백,전북,12,토요일,3,20:30:00,2022
6,12,3,0:00:00,2022,쓰레기소각,산41-3,생곡,홍천,서석,강원,12,토요일,3,14:09:00,2022
3,12,3,19:21:00,2022,기타,산10,월봉,함평,나산,전남,12,토요일,3,12:49:00,2022
0.1,12,3,12:40:00,2022,담뱃불실화,산71-21,녹양,의정부,,경기,12,토요일,3,11:44:00,2022
0.05,12,3,15:00:00,2022,기타,산12-13,군자,춘천,동산,강원,12,토요일,3,11:34:00,2022
3.8,12,3,13:37:00,2022,기타,산325,내대,산청,사천,경남,12,토요일,3,7:52:00,2022
0.01,11,3,17:30:00,2022,담뱃불실화,Jan-90,낙동,남원,주생,전북,11,금요일,3,16:42:00,2022
0.3,11,3,16:10:00,2022,기타,산12-6,원평,화성,매송,경기,11,금요일,3,15:20:00,2022
0.04,11,3,15:30:00,2022,입산자실화,144,고평,남원,수지,전북,11,금요일,3,14:16:00,2022
0.1,10,3,21:00:00,2022,기타,산18-1,원달,곡성,죽곡,전남,10,목요일,3,19:20:00,2022
0.66,10,3,17:00:00,2022,기타,15067,주암,여주,북내,경기,10,목요일,3,15:17:00,2022
0.2,10,3,16:43:00,2022,기타,산104-19,북,용인 처인,남사,경기,10,목요일,3,15:16:00,2022
0.1,10,3,15:46:00,2022,담뱃불실화,산17-1,내산,공주,우성,충남,10,목요일,3,14:04:00,2022
0.16,10,3,14:35:00,2022,농산부산물소각,834-18,환성,서산,지곡,충남,10,목요일,3,13:02:00,2022
0.41,10,3,16:00:00,2022,입산자실화,산10,창암,보령,주산,충남,10,목요일,3,12:13:00,2022
1,10,3,17:00:00,2022,입산자실화,산161-1,녹동,경주,외동,경북,10,목요일,3,2:05:00,2022
1,9,3,0:00:00,2022,기타,산4,천곡,북,,울산,9,수요일,3,20:07:00,2022
0.06,9,3,19:30:00,2022,기타,산72,학동,광주,초월,경기,9,수요일,3,17:40:00,2022
0.05,31,3,21:30:00,2023,기타,산97-7,무등,연천,왕징,경기,31,금요일,3,20:00:00,2023
0.01,31,3,17:31:00,2023,입산자실화,산70-3,하번천,광주,남한산성,경기,31,금요일,3,16:47:00,2023
0.8,31,3,19:00:00,2023,기타,산134-133,천현,홍천,두촌,강원,31,금요일,3,15:45:00,2023
0.1,31,3,17:20:00,2023,건축물화재비화,산15,당본,함양,안의,경남,31,금요일,3,15:17:00,2023
1,31,3,20:00:00,2023,건축물화재비화,산38-2,봉산,원주,,강원,31,금요일,3,14:46:00,2023
0.22,31,3,16:40:00,2023,입산자실화,산62-9,옥산,경주,안강,경북,31,금요일,3,14:33:00,2023
0.16,31,3,14:05:00,2023,쓰레기소각,803-9,주북,용인 처인,양지,경기,31,금요일,3,13:15:00,2023
0.5,31,3,16:48:00,2023,담뱃불실화,산114-2,대치,순천,황전,전남,31,금요일,3,12:29:00,2023
0.27,31,3,13:30:00,2023,기타,26,호명,경주,강동,경북,31,금요일,3,12:10:00,2023
0.1,31,3,12:30:00,2023,기타,산28-1,청계,순창,팔덕,전북,31,금요일,3,11:39:00,2023
0.01,31,3,10:39:00,2023,기타,산250,운곡,부강,,세종,31,금요일,3,9:50:00,2023
0.09,31,3,3:10:00,2023,기타,산34,오운,광산,광산,광주,31,금요일,3,0:39:00,2023
0.7,30,3,19:00:00,2023,기타,산104,신대,횡성,청일,강원,30,목요일,3,16:07:00,2023
0.11,30,3,18:00:00,2023,기타,산74-9,야목,화성,매송,경기,30,목요일,3,15:00:00,2023
0.3,30,3,18:00:00,2023,기타,산50,상,연천,연천,경기,30,목요일,3,14:39:00,2023
0.02,30,3,15:50:00,2023,기타,산16,하진부,평창,진부,강원,30,목요일,3,14:32:00,2023
29,3,4,16:29:00,2023,담뱃불실화,산25,운천,포천,영북,경기,30,목요일,3,14:17:00,2023
0.05,30,3,16:30:00,2023,기타,산117-1,군암,거창,웅양,경남,30,목요일,3,13:25:00,2023
0.33,30,3,14:10:00,2023,기타,산76-6,왕길,서,,인천,30,목요일,3,13:15:00,2023
21,31,3,9:25:00,2023,기타,산96-2,명도,제천,봉양,충북,30,목요일,3,13:04:00,2023
68,1,4,15:00:00,2023,기타,산70,중,화천,화천,강원,30,목요일,3,12:47:00,2023
0.4,30,3,12:58:00,2023,기타,산26,동덕,강릉,연곡,강원,30,목요일,3,12:00:00,2023
0.7,30,3,13:00:00,2023,기타,158,일부,경주,산내,경북,30,목요일,3,11:13:00,2023
0.02,30,3,11:19:00,2023,기타,산14-2,대산,여주,가남,경기,30,목요일,3,10:08:00,2023
0.3,29,3,17:45:00,2023,입산자실화,산16,하진부,평창,진부,강원,29,수요일,3,16:00:00,2023
0.72,29,3,17:43:00,2023,농산부산물소각,산6-1,다대,여주,흥천,경기,29,수요일,3,14:59:00,2023
0.01,29,3,15:33:00,2023,기타,산38-5,신양,아산,둔포,충남,29,수요일,3,14:45:00,2023
0.5,29,3,17:00:00,2023,기타,산8-6,대곡,거제,하청,경남,29,수요일,3,13:22:00,2023
0.3,28,3,18:13:00,2023,쓰레기소각,산32-5,당산,당진,송산,충남,28,화요일,3,16:52:00,2023
0.1,28,3,16:43:00,2023,기타,산3-2,금암,옥천,동이,충북,28,화요일,3,15:39:00,2023
0.04,28,3,16:44:00,2023,기타,1186,양향리,보령,남포,충남,28,화요일,3,15:12:00,2023
0.01,28,3,16:00:00,2023,입산자실화,산19,성산,합천,용주,경남,28,화요일,3,14:50:00,2023
0.02,28,3,16:00:00,2023,기타,산144,오전,의왕,,경기,28,화요일,3,14:47:00,2023
0.01,28,3,15:44:00,2023,기타,산146,토성,철원,갈말,강원,28,화요일,3,14:45:00,2023
0.5,27,3,17:15:00,2023,기타,산387-1,자등,철원,서,강원,27,월요일,3,14:56:00,2023
0.03,27,3,14:23:00,2023,기타,산4-1,추정,금산,추부,충남,27,월요일,3,13:55:00,2023
1,27,3,14:00:00,2023,입산자실화,산124-4,덕천,진안,마령,전북,27,월요일,3,12:10:00,2023
1.2,26,3,17:30:00,2023,기타,산16-1,좌운,홍천,영귀미,강원,26,일요일,3,14:52:00,2023
0.04,26,3,20:00:00,2023,입산자실화,산54-1,방성,양주,백석,경기,26,일요일,3,14:50:00,2023
22,27,3,8:00:00,2023,건축물화재비화,산92,동막,강화,화도,인천,26,일요일,3,14:45:00,2023
0.04,25,3,18:30:00,2023,농산부산물소각,산36-2,봉성,보령,미산,충남,25,토요일,3,16:49:00,2023
0.07,25,3,14:09:00,2023,담뱃불실화,산43-4,동교,포천,,경기,25,토요일,3,13:11:00,2023
0.2,24,3,20:10:00,2023,기타,산175,강촌,춘천,남산,강원,24,금요일,3,18:12:00,2023
0.01,24,3,15:57:00,2023,담뱃불실화,371-15,원흥,고양,덕양,경기,24,금요일,3,15:39:00,2023
0.03,24,3,14:00:00,2023,기타,산151,팔당,남양주,와부,경기,24,금요일,3,12:10:00,2023
0.01,24,3,11:30:00,2023,기타,산94,지금,남양주,,경기,24,금요일,3,11:01:00,2023
0.5,22,3,22:30:00,2023,쓰레기소각,산226,좌포,진안,성수,전북,22,수요일,3,19:47:00,2023
0.05,22,3,19:00:00,2023,기타,산41-3,오음,화천,간동,강원,22,수요일,3,17:15:00,2023
0.5,22,3,17:13:00,2023,건축물화재비화,산23,귀래,청주 상당,남성,충북,22,수요일,3,16:00:00,2023
0.03,22,3,16:20:00,2023,기타,산21-2,신도,옹진,북도,인천,22,수요일,3,15:42:00,2023
0.5,22,3,16:00:00,2023,기타,산62,두여,익산,여산,전북,22,수요일,3,14:31:00,2023
0.2,22,3,15:23:00,2023,기타,산267,신덕,태안,소원,충남,22,수요일,3,12:41:00,2023
0.5,22,3,16:00:00,2023,입산자실화,산62,영오,상주,공성,경북,22,수요일,3,12:37:00,2023
1,22,3,14:20:00,2023,기타,산1-1,성곡,단양,적성,충북,22,수요일,3,12:20:00,2023
0.5,22,3,19:00:00,2023,기타,산149,적,양구,국토정중앙,강원,22,수요일,3,12:16:00,2023
0.1,22,3,13:30:00,2023,입산자실화,산14-1,철목,무주,무풍,전북,22,수요일,3,11:25:00,2023
0.2,22,3,16:00:00,2023,기타,산263,명덕,완주,소양,전북,22,수요일,3,11:07:00,2023
0.4,22,3,4:06:00,2023,담뱃불실화,산71,평동,제천,백운,충북,22,수요일,3,1:10:00,2023
0.02,21,3,20:06:00,2023,기타,산3,당진,여주,점동,경기,21,화요일,3,17:49:00,2023
0.01,22,3,1:00:00,2023,기타,산1-2,진부,고성,간성,강원,21,화요일,3,16:26:00,2023
0.5,21,3,18:00:00,2023,농산부산물소각,산221,교항,원주,소초,강원,21,화요일,3,15:17:00,2023
0.02,21,3,15:20:00,2023,담뱃불실화,Jun-53,과림,시흥,,경기,21,화요일,3,14:47:00,2023
5,21,3,18:20:00,2023,쓰레기소각,산147,적목,가평,북내,경기,21,화요일,3,14:36:00,2023
0.3,21,3,18:10:00,2023,기타,산6,건슬,양구,방산,강원,21,화요일,3,14:27:00,2023
0.1,21,3,16:10:00,2023,기타,산71,죽전,의령,영덕,경남,21,화요일,3,14:05:00,2023
0.5,21,3,17:02:00,2023,기타,산64,사암,영덕,남정,경북,21,화요일,3,13:52:00,2023
2,21,3,16:10:00,2023,기타,산114,제보,산청,생비량,경남,21,화요일,3,12:55:00,2023
1.2,21,3,14:20:00,2023,입산자실화,산49,삼정,울주,두동,울산,21,화요일,3,12:52:00,2023
1,21,3,14:50:00,2023,기타,산102,추정,청주 상당,남성,충북,21,화요일,3,12:48:00,2023
0.3,21,3,14:05:00,2023,쓰레기소각,산180,황죽,광양,진상,전남,21,화요일,3,12:20:00,2023
10,21,3,16:30:00,2023,기타,산190,의일,안동,도산,경북,21,화요일,3,12:12:00,2023
0.1,21,3,14:30:00,2023,입산자실화,산90-1,야월,영광,염산,전남,21,화요일,3,11:27:00,2023
0.01,21,3,10:50:00,2023,기타,산53,법흥,파주,탄현,경기,21,화요일,3,10:12:00,2023
0.1,20,3,16:30:00,2023,기타,산130-1,도장,천안 동남,목천,충남,20,월요일,3,14:50:00,2023
0.1,20,3,14:50:00,2023,담뱃불실화,산55-1,명덕,장수,장계,전북,20,월요일,3,13:51:00,2023
12,20,3,21:00:00,2023,농산부산물소각,산24,원산,서천,한산,충남,20,월요일,3,13:48:00,2023
0.1,20,3,17:40:00,2023,기타,산167-14,양사,고흥,영남,전남,20,월요일,3,13:31:00,2023
0.03,20,3,16:50:00,2023,입산자실화,산91-8,흥림,서천,판교,충남,20,월요일,3,13:23:00,2023
0.03,20,3,18:00:00,2023,기타,산42,범천,부산진,,부산,20,월요일,3,12:50:00,2023
1,20,3,16:40:00,2023,기타,산110,오암,임실,오수,전북,20,월요일,3,12:15:00,2023
0.01,20,3,3:44:00,2023,기타,산34-1,효성,계양,,인천,20,월요일,3,2:45:00,2023
0.1,19,3,20:30:00,2023,입산자실화,산30-26,용정,진천,초평,충북,19,일요일,3,18:00:00,2023
0.05,19,3,16:50:00,2023,담뱃불실화,산9,부대,양평,개군,경기,19,일요일,3,16:08:00,2023
0.3,19,3,17:30:00,2023,농산부산물소각,산142-2,가인,남해,창선,경남,19,일요일,3,14:54:00,2023
1.5,19,3,18:20:00,2023,건축물화재비화,산32-1,죽정,영천,청통,경북,19,일요일,3,14:40:00,2023
0.1,19,3,12:50:00,2023,담뱃불실화,산11,화당,제천,백운,충북,19,일요일,3,12:10:00,2023
0.1,19,3,11:00:00,2023,입산자실화,703-4,봉강,보성,회천,전남,19,일요일,3,5:50:00,2023
16,20,3,9:00:00,2023,쓰레기소각,산137,금치,순천,별량,전남,18,토요일,3,21:31:00,2023
0.1,19,3,17:48:00,2023,기타,산43-1,관화,성주,선남,경북,18,토요일,3,16:56:00,2023
15,19,3,16:30:00,2023,기타,산40,신기,평창,진부,강원,18,토요일,3,16:38:00,2023
0.8,19,3,12:00:00,2023,농산부산물소각,산51,백전,정선,화암,강원,18,토요일,3,15:45:00,2023
2,18,3,18:10:00,2023,기타,산18-2,남심,보령,미산,충남,18,토요일,3,15:17:00,2023
3,19,3,10:40:00,2023,입산자실화,산92-1,신,화순,청풍,전남,18,토요일,3,14:55:00,2023
0.3,18,3,18:00:00,2023,쓰레기소각,산58,조천,옥천,청성,충북,18,토요일,3,14:34:00,2023
10,18,3,19:00:00,2023,기타,산53-1,금정,영동,심천,충북,18,토요일,3,14:08:00,2023
0.1,18,3,17:30:00,2023,입산자실화,산20-7,북노,제천,한수,충북,18,토요일,3,14:01:00,2023
3,18,3,20:10:00,2023,기타,산129-8,간중,완주,용진,전북,18,토요일,3,13:34:00,2023
2,18,3,16:15:00,2023,담뱃불실화,산4-1,예산,예산,예산,충남,18,토요일,3,13:21:00,2023
